word2,he,she,total,logratio,freq
clears,5.549018186279704e-4,4.0121928978975065e-4,274,-0.46784156186938036,0.7230455484571857
nears,3.680755781853874e-4,2.657426464841206e-4,181,-0.4699722594075905,0.721978480056275
pries,1.2269185939512914e-4,8.858088216137353e-5,59,-0.46997225940759074,0.7219784800562749
again,1.5894172694369e-4,1.1463408279707162e-4,77,-0.4714618775480773,0.7212334042254634
mutters,2.5374907283992615e-4,1.8237240444988668e-4,124,-0.4765151052743624,0.7187116091057941
hurls,4.7124827813129145e-4,3.3869160826407524e-4,232,-0.47651510527436264,0.718711609105794
extends,5.967285888763098e-4,4.2727249042544876e-4,294,-0.4819184638036959,0.7160248367353051
sucks,2.8442203768870843e-4,2.0321496495844514e-4,139,-0.48502660512987994,0.7144838937581129
trudges,1.1711495669535053e-4,8.33702420342339e-5,56,-0.490320904799393,0.7118667366381198
found,3.3740261333660513e-4,2.396894458484225e-4,165,-0.4933047632382145,0.710395937595479
removes,0.0017121091288320293,0.0012140791496235313,845,-0.495912182736532,0.7091131804499837
accelerates,1.0317269994590405e-4,7.294896177995466e-5,49,-0.5001019255919785,0.7070568262554298
orders,1.0317269994590405e-4,7.294896177995466e-5,49,-0.5001019255919785,0.7070568262554298
produces,4.5730602138184496e-4,3.230596878826564e-4,224,-0.5013591762518412,0.7064409230966707
doing,3.764409322350553e-4,2.657426464841206e-4,184,-0.5023937370999678,0.7059345138328023
inspects,1.924031431423616e-4,1.354766433056301e-4,93,-0.5060882206577096,0.7041290547181402
tumbles,2.5932597553970476e-4,1.8237240444988668e-4,126,-0.5078792761836977,0.7032554454691103
cuts,0.001054034610258155,7.39910898053826e-4,518,-0.5104987867370234,0.701979698629257
crushes,1.3384566479468632e-4,9.379152228851315e-5,64,-0.5130409812994764,0.7007438188781493
scrapes,8.923044319645755e-5,6.252768152567543e-5,42,-0.5130409812994764,0.7007438188781493
calmly,2.230761079911439e-4,1.5631920381418857e-4,108,-0.5130409812994768,0.7007438188781491
presents,1.1153805399557194e-4,7.815960190709428e-5,53,-0.5130409812994768,0.7007438188781491
pops,7.222088996213283e-4,5.054320923325431e-4,354,-0.514898927520059,0.6998419606813948
checks,0.0028135474120383024,0.001959200687804497,1383,-0.5221250894493525,0.6963453608144938
drinks,8.03073988768118e-4,5.575384936039392e-4,393,-0.5264614970617983,0.6942554501848329
spies,2.7047978093926194e-4,1.875830445770263e-4,131,-0.527991322765448,0.6935196557969312
drives,0.0016396093937349075,0.0011359195477164369,804,-0.529491502080071,0.6927988776210272
punches,7.974970860683394e-4,5.471172133496601e-4,389,-0.5436293011328994,0.6860428996009853
doubles,2.2028765664125458e-4,1.5110856368704895e-4,106,-0.5438032350701636,0.6859601940073021
jams,4.266330565330627e-4,2.9179584711981865e-4,207,-0.5480364026556807,0.6839503940248601
slings,1.1432650534546124e-4,7.815960190709428e-5,54,-0.548664891030198,0.6836525062225846
smirks,1.1432650534546124e-4,7.815960190709428e-5,54,-0.548664891030198,0.6836525062225846
fingers,2.14710753941476e-4,1.4589792355990932e-4,103,-0.5574351006579301,0.6795091577000234
slumps,4.991327916301845e-4,3.3869160826407524e-4,242,-0.559451446256435,0.6785601225635708
prepares,2.5374907283992615e-4,1.7195112419560743e-4,122,-0.5614040028608754,0.6776423742997487
wrestles,1.3105721344479704e-4,8.858088216137353e-5,62,-0.5651294924479309,0.6758947472867254
plays,8.58843015765904e-4,5.783810541124977e-4,417,-0.5703741563654284,0.6734421116491303
counts,3.652871268354981e-4,2.449000859755621e-4,176,-0.5768376318804458,0.6704317452880002
coughs,4.2105615383328406e-4,2.813745668655394e-4,203,-0.5815207191822432,0.6682590060824734
pats,6.552860672239851e-4,4.37693770679728e-4,317,-0.5822030058068722,0.6679430443774699
gestures,0.0018180702801278226,0.0012140791496235313,883,-0.58254549159743,0.6677844981538191
raises,0.003231815114521697,0.0021519943725086628,1570,-0.5866703616076593,0.6658779343035389
tosses,0.0021443190880648705,0.001422504754709116,1040,-0.5920861290626069,0.6633829650758031
stoops,1.896146917924723e-4,1.2505536305135087e-4,90,-0.6005038225498158,0.6595235942382581
say,4.3499841058273055e-4,2.8658520699267903e-4,209,-0.6020459873582216,0.6588189750136445
contemplates,1.0317269994590405e-4,6.773832165281505e-5,48,-0.6070171295084904,0.6565527672371848
hoists,1.5894172694369e-4,1.0421280254279238e-4,75,-0.6089654012980121,0.6556667311140577
examines,6.692283239734316e-4,4.37693770679728e-4,322,-0.6125766548503911,0.6540275642862725
raps,1.1153805399557194e-4,7.294896177995466e-5,52,-0.6125766548503911,0.6540275642862725
unscrews,1.2826876209490773e-4,8.33702420342339e-5,60,-0.6215654380776455,0.6499652812782833
uses,9.06246688714022e-4,5.888023343667769e-4,436,-0.622120427521262,0.6497152946316378
draws,0.0016396093937349075,0.0010577599458093427,789,-0.6323399096718211,0.645129230078296
squats,1.6173017829357932e-4,1.0421280254279238e-4,76,-0.6340563822608427,0.6443621323017463
shoves,0.0012157647885517341,7.815960190709428e-4,584,-0.6373691163016783,0.6428842375028891
sprints,3.569217727858302e-4,2.2926816559414324e-4,170,-0.6385718633833353,0.6423485006383035
rattles,9.759579724612544e-5,6.252768152567543e-5,45,-0.6423239982444429,0.6406800629743079
then,0.00278287444718952,0.0017820389234817497,1338,-0.6430469724719956,0.6403590809788297
controls,1.0596115129579334e-4,6.773832165281505e-5,49,-0.6454912773231261,0.6392750628362063
hooks,1.2269185939512914e-4,7.815960190709428e-5,57,-0.6505445050494116,0.637039835343772
surfaces,1.2269185939512914e-4,7.815960190709428e-5,57,-0.6505445050494116,0.637039835343772
loses,6.803821293729889e-4,4.324831305525884e-4,325,-0.6537013882365943,0.6356473985452064
delivers,1.3942256749446493e-4,8.858088216137353e-5,65,-0.6543968305450181,0.6353410624495219
lunges,5.827863321268634e-4,3.69955449026913e-4,278,-0.6556154945968333,0.6348046078513377
dodges,2.14710753941476e-4,1.354766433056301e-4,101,-0.664350304574442,0.6309727892928789
cannot,0.0010958613805064942,6.878044967824297e-4,523,-0.6719948649207856,0.6276382296313194
addresses,3.73652480885166e-4,2.3447880572128287e-4,177,-0.6722395761487303,0.6275317780998352
called,1.4221101884435422e-4,8.858088216137353e-5,66,-0.682965982741789,0.6228833945583548
consults,1.0038424859601475e-4,6.252768152567543e-5,46,-0.682965982741789,0.6228833945583548
eats,6.190361996754243e-4,3.8558736940833184e-4,294,-0.682965982741789,0.6228833945583548
falters,9.201889454634685e-5,5.731704139853581e-5,42,-0.682965982741789,0.6228833945583548
forgot,1.2548031074501842e-4,7.815960190709428e-5,58,-0.682965982741789,0.6228833945583548
swings,0.001737205190981033,0.0010786025063179011,828,-0.6876048775453095,0.6208837688936409
shouts,6.469207131743173e-4,4.0121928978975065e-4,307,-0.6891979364533036,0.6201985523404309
dies,3.45767967386273e-4,2.1363624521272438e-4,163,-0.6946477877894243,0.6178601413764326
inserts,2.453837187902583e-4,1.5110856368704895e-4,115,-0.6994541055303581,0.6158051741656462
flops,1.6173017829357932e-4,9.900216241565276e-5,75,-0.7080569637046197,0.6121440256866589
ushers,1.6173017829357932e-4,9.900216241565276e-5,75,-0.7080569637046197,0.6121440256866589
want,1.6173017829357932e-4,9.900216241565276e-5,75,-0.7080569637046197,0.6121440256866589
carefully,7.082666428718819e-4,4.324831305525884e-4,335,-0.7116487374458739,0.6106219104135053
heaves,2.649028782394834e-4,1.615298439413282e-4,124,-0.7136627799647056,0.6097700599360736
dives,6.16247748325535e-4,3.751660891540526e-4,291,-0.7159810399697519,0.6087910100660844
chases,1.896146917924723e-4,1.1463408279707162e-4,88,-0.726034704633675,0.6045632947184032
crumples,2.8442203768870843e-4,1.7195112419560743e-4,133,-0.726034704633675,0.6045632947184032
keys,9.480734589623615e-5,5.731704139853581e-5,43,-0.726034704633675,0.6045632947184032
shuffles,3.73652480885166e-4,2.2405752546700362e-4,175,-0.7378279177763072,0.5996414768509536
stuffs,3.652871268354981e-4,2.18846885339864e-4,171,-0.7391090607793228,0.5991092191935321
went,3.652871268354981e-4,2.18846885339864e-4,171,-0.7391090607793228,0.5991092191935321
crouches,4.796136321809593e-4,2.8658520699267903e-4,225,-0.7429085231980711,0.5975334889658637
demonstrates,1.2269185939512914e-4,7.294896177995466e-5,56,-0.7500801786003259,0.5945705129875205
strides,7.138435455716604e-4,4.2206185029830914e-4,335,-0.7581534791360081,0.5912525971784384
attaches,1.0596115129579334e-4,6.252768152567543e-5,48,-0.760968494743062,0.590100058002652
cranks,1.0596115129579334e-4,6.252768152567543e-5,48,-0.760968494743062,0.590100058002652
squints,5.409595618785239e-4,3.1784904775551676e-4,253,-0.767178986644874,0.5875652639390667
double,9.759579724612544e-5,5.731704139853581e-5,44,-0.7678548803283021,0.5872900577264488
gingerly,9.759579724612544e-5,5.731704139853581e-5,44,-0.7678548803283021,0.5872900577264488
tried,1.951915944922509e-4,1.1463408279707162e-4,90,-0.7678548803283021,0.5872900577264488
fishes,3.2067190523726933e-4,1.875830445770263e-4,149,-0.7735685315226958,0.5849687531504549
mounts,1.784608863929151e-4,1.0421280254279238e-4,82,-0.7760753871332703,0.5839531823984577
explains,1.2548031074501842e-4,7.294896177995466e-5,57,-0.7825016562927035,0.5813578349211311
fires,0.001606147977536236,9.274939426308522e-4,752,-0.7921950524965473,0.5774648137051415
tests,1.3663411614457563e-4,7.815960190709428e-5,62,-0.8058227305273227,0.5720357705127748
revs,1.0038424859601475e-4,5.731704139853581e-5,45,-0.808496864825648,0.5709764450118252
guides,1.645186296434686e-4,9.379152228851315e-5,75,-0.8107215299401617,0.5700966662059519
taps,9.871117778608117e-4,5.627491337310788e-4,460,-0.8107215299401619,0.5700966662059518
reveals,1.2826876209490773e-4,7.294896177995466e-5,58,-0.8142105160200417,0.5687196211184978
won,9.201889454634685e-5,5.210640127139619e-5,41,-0.820469506491724,0.5662576314166862
felt,1.1990340804523983e-4,6.773832165281505e-5,54,-0.8238285185816384,0.5649407532040893
advances,3.597102241357195e-4,2.0321496495844514e-4,166,-0.8238285185816387,0.5649407532040892
surveys,4.0711389708383757e-4,2.2926816559414324e-4,188,-0.8283964222633526,0.563154849874677
signals,3.987485430341697e-4,2.2405752546700362e-4,184,-0.8316100640969243,0.5619018034827117
enjoys,1.1153805399557194e-4,6.252768152567543e-5,50,-0.8349690761868388,0.5605950551025194
killed,1.951915944922509e-4,1.09423442669932e-4,89,-0.8349690761868388,0.5605950551025194
launches,1.3942256749446493e-4,7.815960190709428e-5,63,-0.8349690761868391,0.5605950551025193
made,4.6567137543151283e-4,2.60532006356981e-4,215,-0.83785158471996,0.559476102896726
first,1.86826240442583e-4,1.0421280254279238e-4,85,-0.8421645775910428,0.5578060249776312
overhears,1.0317269994590405e-4,5.731704139853581e-5,46,-0.8480252290122855,0.5555446492006948
blasts,1.4221101884435422e-4,7.815960190709428e-5,64,-0.8635382283836098,0.5496029951985484
bangs,6.190361996754243e-4,3.3869160826407524e-4,285,-0.8700515353422842,0.5471273060309874
charges,4.4894066733217703e-4,2.449000859755621e-4,206,-0.8743315084576122,0.5455065753585593
took,5.827863321268634e-4,3.1784904775551676e-4,268,-0.8746252765386292,0.5453955081539662
spreads,2.2028765664125458e-4,1.1984472292421124e-4,100,-0.8782222741407228,0.5440373952471707
asked,1.728839836931365e-4,9.379152228851315e-5,78,-0.8822747909651955,0.5425113436475995
mimes,1.728839836931365e-4,9.379152228851315e-5,78,-0.8822747909651955,0.5425113436475995
see,2.5932597553970476e-4,1.406872834327697e-4,118,-0.8822747909651957,0.5425113436475993
pumps,1.924031431423616e-4,1.0421280254279238e-4,87,-0.8845998439114398,0.5416377343985693
motions,0.001243649302050627,6.721725764010109e-4,573,-0.8876761265176834,0.5404840217356128
positions,1.2548031074501842e-4,6.773832165281505e-5,56,-0.889416860209215,0.5398322752839076
smacks,3.290372592869372e-4,1.7716176432274705e-4,150,-0.8931836901321345,0.5384246291945102
simply,2.9278739173837636e-4,1.5631920381418857e-4,133,-0.9053584040782369,0.5339000524785898
pockets,2.8442203768870843e-4,1.5110856368704895e-4,129,-0.9124478288645563,0.5312828953585967
parks,2.1749920529136527e-4,1.1463408279707162e-4,98,-0.9239740822455837,0.5270551800109157
tips,2.481721701401476e-4,1.302660031784905e-4,112,-0.929880723212306,0.5249017369873776
roars,2.0913385124169737e-4,1.09423442669932e-4,94,-0.9345047497377532,0.5232220514290181
trots,1.3942256749446493e-4,7.294896177995466e-5,62,-0.9345047497377535,0.523222051429018
wishes,1.3942256749446493e-4,7.294896177995466e-5,62,-0.9345047497377535,0.523222051429018
staggers,8.811506265650183e-4,4.585363311882865e-4,402,-0.9423526115604385,0.5203835954538154
flexes,1.1153805399557194e-4,5.731704139853581e-5,49,-0.9604999582706979,0.5138788005106427
rounds,4.461522159822878e-4,2.2926816559414324e-4,202,-0.9604999582706979,0.5138788005106427
aims,6.664398726235423e-4,3.3869160826407524e-4,302,-0.9765024769729269,0.5082103009994945
saunters,1.0317269994590405e-4,5.210640127139619e-5,45,-0.9855287527622203,0.5050405901824498
guns,1.86826240442583e-4,9.379152228851315e-5,83,-0.9941676710360926,0.5020254224798681
lands,9.25765848163247e-4,4.585363311882865e-4,418,-1.0136112947302602,0.4953048679620653
clamps,1.0596115129579334e-4,5.210640127139619e-5,46,-1.024002900576856,0.49175004833554326
extracts,1.5894172694369e-4,7.815960190709428e-5,70,-1.024002900576856,0.49175004833554326
grits,1.1711495669535053e-4,5.731704139853581e-5,51,-1.030889286162096,0.4894083814387073
forgets,1.2826876209490773e-4,6.252768152567543e-5,56,-1.0366029373564896,0.4874739609587124
misses,4.0711389708383757e-4,1.9800432483130551e-4,182,-1.0399005274570647,0.4863610067099482
paces,4.935558889304059e-4,2.396894458484225e-4,221,-1.0420470760466174,0.4856379008421071
going,1.951915944922509e-4,9.379152228851315e-5,86,-1.0573614975232868,0.4805100472307309
rides,6.078823942758671e-4,2.9179584711981865e-4,272,-1.058832884739955,0.4800202306688239
grins,0.0012408608507007378,5.940129744939165e-4,557,-1.0627749937096513,0.4787103841324884
growls,1.1990340804523983e-4,5.731704139853581e-5,52,-1.0648366180854334,0.4780267911726909
screws,1.1990340804523983e-4,5.731704139853581e-5,52,-1.0648366180854334,0.4780267911726909
steers,1.979800458421402e-4,9.379152228851315e-5,87,-1.0778256000830024,0.4737423000866361
stamps,1.3384566479468632e-4,6.252768152567543e-5,58,-1.0980034820206326,0.4671625459187662
plummets,1.1432650534546124e-4,5.210640127139619e-5,49,-1.1336273917513542,0.455768337481723
chuckles,4.266330565330627e-4,1.9279368470416592e-4,188,-1.1459379590843346,0.4518957960521398
loosens,1.3942256749446493e-4,6.252768152567543e-5,60,-1.1568971710742013,0.44847604408201547
explodes,1.645186296434686e-4,7.294896177995466e-5,71,-1.17329160932487,0.4434085181601848
dismounts,1.5336482424391142e-4,6.773832165281505e-5,66,-1.1789234774042001,0.44168095250501527
pins,1.4221101884435422e-4,6.252768152567543e-5,61,-1.1854663232709721,0.43968239615883875
circles,2.8721048903859774e-4,1.2505536305135087e-4,125,-1.199541508482695,0.435413635031083
hammers,1.0874960264568264e-4,4.6895761144256574e-5,46,-1.2134806994405687,0.43122696546347644
slashes,1.4499947019424352e-4,6.252768152567543e-5,62,-1.2134806994405687,0.43122696546347644
limps,2.063453998918081e-4,8.858088216137353e-5,89,-1.2199940063992432,0.42928450165508236
vomits,9.759579724612544e-5,4.168512101711695e-5,41,-1.2272864989655992,0.4271200419828719
strains,3.0672964848782285e-4,1.302660031784905e-4,133,-1.2355070057705677,0.42469322356251465
yells,7.974970860683394e-4,3.3869160826407524e-4,349,-1.2355070057705677,0.42469322356251465
mumbles,2.007684971920295e-4,8.33702420342339e-5,86,-1.2679284834629452,0.4152555963722365
chews,2.5374907283992615e-4,1.0421280254279238e-4,109,-1.2838700273319668,0.41069234806045374
grunts,1.784608863929151e-4,7.294896177995466e-5,76,-1.2906485599630286,0.4087672276789204
ponders,1.2826876209490773e-4,5.210640127139619e-5,54,-1.2996373431902832,0.4062283007989271
strolls,2.063453998918081e-4,8.33702420342339e-5,88,-1.3074568476495825,0.40403247214595994
whistles,1.951915944922509e-4,7.815960190709428e-5,83,-1.3203959033570807,0.4004250393589424
crashes,3.652871268354981e-4,1.406872834327697e-4,156,-1.3765389813946147,0.38514164091012776
bounds,1.3663411614457563e-4,5.210640127139619e-5,57,-1.3907852312484785,0.38135718034184996
salutes,1.645186296434686e-4,6.252768152567543e-5,69,-1.3956840306613179,0.3800644441373012
gropes,2.2028765664125458e-4,8.33702420342339e-5,93,-1.4017842301977357,0.37846079669368393
replaces,3.931716403343911e-4,1.4589792355990932e-4,167,-1.4301999123618223,0.37107946909859435
lost,1.561532755938007e-4,5.731704139853581e-5,65,-1.4459267854409394,0.36705628607903057
smashes,6.106708456257564e-4,2.2405752546700362e-4,260,-1.4465257869197081,0.3669039173425926
spills,1.0038424859601475e-4,3.647448088997733e-5,41,-1.4605735614053412,0.36334864682570694
loads,2.5932597553970476e-4,9.379152228851315e-5,109,-1.4672372916863519,0.3616742290983996
fails,1.4499947019424352e-4,5.210640127139619e-5,60,-1.4765151052743626,0.359355804552897
stole,1.0874960264568264e-4,3.647448088997733e-5,44,-1.576050778825277,0.3353987509160372
barks,2.0355694854191878e-4,6.773832165281505e-5,84,-1.5873883227595578,0.33277332038049096
ambles,1.4221101884435422e-4,4.6895761144256574e-5,58,-1.6005038225498158,0.32976179711912906
exchanges,1.756724350430258e-4,5.731704139853581e-5,72,-1.615851786883252,0.3262722542924716
bows,6.552860672239851e-4,2.0842560508558476e-4,273,-1.6525923336982702,0.31806811637022375
drains,1.3942256749446493e-4,4.168512101711695e-5,56,-1.7418596717953576,0.2989840293880103
figures,1.2269185939512914e-4,3.647448088997733e-5,49,-1.750080178600326,0.29728525649376025
pitches,1.896146917924723e-4,5.210640127139619e-5,76,-1.86353822838361,0.2748014975992742
rears,1.1711495669535053e-4,3.1263840762837716e-5,46,-1.905358404078237,0.2669500262392949
vaults,1.1711495669535053e-4,2.6053200635698095e-5,45,-2.1683928099120306,0.22245835519941246
kills,1.673070809933579e-4,3.647448088997733e-5,65,-2.1975391555715476,0.21800918809542413
howls,1.812493377428044e-4,3.647448088997733e-5,70,-2.313016372991483,0.20123925054962233
shot,1.4778792154413283e-4,2.6053200635698095e-5,56,-2.5039958416964696,0.17628775317689288
gallops,1.3663411614457563e-4,2.0842560508558476e-5,51,-2.712713326135841,0.15254287213673998
straps,1.1153805399557194e-4,1.5631920381418858e-5,41,-2.8349690761868387,0.14014876377562988
