word2,total,female,male,female_writer_ratio,female_logratio
spots,1609,0.00324112880692931,0.0036923503852943217,0.8777955688706818,-0.1880431074244023
pauses,1443,0.002905839620005588,0.003312066559947377,0.8773494032836577,-0.18877658631519692
goes,6539,0.013113532644127783,0.014998085733446733,0.8743470918347752,-0.1937219910607361
spins,1067,0.0021421253609015555,0.0024512889823039546,0.8738771219410378,-0.1944976618769305
checks,1774,0.003520536462699078,0.004077773181254063,0.8633477896424798,-0.21198624542990335
points,2537,0.005029337803855826,0.005830162160217687,0.8626411522776649,-0.21316755343730087
needs,619,0.0012293936853869797,0.0014260643450510428,0.8620885092972269,-0.21409209869480902
staggers,394,7.823414361553506e-4,9.095977984649895e-4,0.8600960088905306,-0.21743038412003143
knocks,753,0.00149017416410543,0.0017344025818188359,0.8591858543837682,-0.21895785386662517
also,301,5.960696656421719e-4,6.963305180339326e-4,0.856015426876817,-0.22429129816966584
stays,293,5.77442488590854e-4,6.783441208891447e-4,0.8512530304441452,-0.2323400657873726
twists,322,6.333240197448077e-4,7.451507388554999e-4,0.8499273861253224,-0.23458850558038935
carries,695,0.0013597839247462048,0.001603358831192524,0.8480845948469586,-0.2377199167980254
flips,1077,0.0021048710067989194,0.002482122805980734,0.8480124358582026,-0.23784267323638011
may,295,5.77442488590854e-4,6.834830915019413e-4,0.8448526317190013,-0.24322838193010882
holds,5557,0.010803762689764367,0.012793467340557012,0.8444749497671351,-0.24387346686690894
slides,1143,0.002216634069106827,0.0026362919243646307,0.8408151042077994,-0.2501395091149049
moves,5455,0.01050572785694328,0.012572491604206761,0.8356122388205103,-0.2590944718500412
has,9812,0.018869330352985006,0.02261404018161122,0.8344077485246862,-0.261175539730745
lunges,250,4.843066033342647e-4,5.807036792460103e-4,0.8339995433868989,-0.26188150108988983
finishes,769,0.0014715469870541118,0.0017780838320276065,0.8276027038478041,-0.27298973627541606
punches,518,9.872403837198473e-4,0.0011999496380879946,0.8227348485165766,-0.28150054196225716
must,499,9.499860296172116e-4,0.001156268387879224,0.8215964732544783,-0.2834981060613358
exits,1218,0.002309769954363416,0.00281615589581251,0.8201854015958188,-0.2859780293894459
presses,1152,0.0021793797150041912,0.0026645562627350115,0.8179146920197455,-0.28997771604561545
say,245,4.656794262829468e-4,5.704257380204171e-4,0.8163716944102527,-0.2927019333911755
gets,6787,0.012759616280152743,0.015684138310255072,0.8135363274506365,-0.29772132580243554
motions,594,0.0011176306230790724,0.0013772441242294756,0.8114978335481019,-0.3013408516650482
lowers,644,0.0012107665083356618,0.001492870963017398,0.8110322581989636,-0.30216879719186857
hits,1877,0.003520536462699078,0.004342430167813085,0.8107295515755121,-0.30270736376426816
storms,269,5.029337803855825e-4,6.269544147611792e-4,0.8021855633270581,-0.31799209221521196
scans,642,0.0011921393312843438,0.0014903014777109997,0.7999316575297151,-0.32205134683072895
immediately,280,5.215609574369004e-4,6.526492678251619e-4,0.7991443232211228,-0.3234720215303562
cracks,270,5.029337803855825e-4,6.295239000675774e-4,0.7989113365379681,-0.3238926936548963
squints,250,4.656794262829468e-4,5.832731645524085e-4,0.7983899390267669,-0.3248345543319846
uses,623,0.001154884977181708,0.001446620227502229,0.7983332150524133,-0.3249370585091488
digs,351,6.519511967961255e-4,8.170963274346516e-4,0.7978878069896431,-0.3257421951551833
wipes,878,0.001620564403464655,0.002037601847973832,0.795329276461015,-0.33037581667104415
now,445,8.195957902579864e-4,0.001035502578478505,0.7914956536972059,-0.33734666670646424
examines,405,7.45087082052715e-4,9.430011074481671e-4,0.790123231211231,-0.3398504147716446
screams,1119,0.002048989475644966,0.0025977496447686563,0.7887555599405883,-0.34234982519414936
wakes,315,5.77442488590854e-4,7.348727976299068e-4,0.7857720281022879,-0.3478172832073087
tears,566,0.001024494737822483,0.0013181459621823153,0.7772240459063691,-0.363597558898189
rubs,423,7.637142591040328e-4,9.866823576569377e-4,0.7740224127627209,-0.3695527529188667
speaks,1720,0.003092111390518767,0.003998119136755717,0.7733915085451576,-0.37072917045506154
drops,2305,0.00411660612834125,0.005359946349146803,0.7680312190058641,-0.38076313994412847
rides,280,5.029337803855825e-4,6.552187531315602e-4,0.7675814802031458,-0.38160819151118375
notices,2802,0.00499208344975319,0.006516214737026026,0.7661017402307948,-0.38439209649742917
appears,357,6.333240197448077e-4,8.350827245794395e-4,0.7583967445425953,-0.3989753234812718
struggles,1002,0.001769581819875198,0.0023356621435160325,0.7576360411490529,-0.4004231326789537
crosses,1259,0.002216634069106827,0.0029343522199068305,0.7554083160395816,-0.40467142887069363
continues,1749,0.003054857036416131,0.004077773181254063,0.7491483465680776,-0.4166766650328925
bangs,287,5.029337803855825e-4,6.732051502763482e-4,0.7470735780603136,-0.42067775618977615
loses,388,6.705783738474435e-4,9.095977984649895e-4,0.7372251504775977,-0.4398228054564792
says,1982,0.0034087734003911707,0.004627643036823294,0.7366111373039628,-0.4410248844380279
clutches,303,5.215609574369004e-4,7.117474298723223e-4,0.7327893794157588,-0.4485295008073787
was,3727,0.006351867374499395,0.008705416218077357,0.7296454546664103,-0.45473248712382036
tosses,1147,0.0019372264133370588,0.0026851121451861976,0.7214694614562264,-0.4709897656429472
arrives,399,6.705783738474435e-4,9.378621368353705e-4,0.715007406216629,-0.4839699091408616
got,458,7.637142591040328e-4,0.0010766143433808774,0.70936660262741,-0.49539668589706215
blows,451,7.45087082052715e-4,0.0010611974315424878,0.7021191909310454,-0.5102121333478774
sticks,362,5.960696656421719e-4,8.530691217242274e-4,0.6987354839867993,-0.5171816881627193
fights,420,6.892055508987613e-4,9.89251842963336e-4,0.6966937244556691,-0.5214035267691083
recognizes,306,5.029337803855825e-4,7.220253710979154e-4,0.6965597062341714,-0.521681074873252
removes,827,0.001341156747694887,0.0019451003769434944,0.6895051605523635,-0.5363667453592135
extends,289,4.656794262829468e-4,6.834830915019413e-4,0.6813327675153237,-0.5535685025422592
then,1258,0.00201173512154233,0.0029600470729708134,0.6796294355965353,-0.5571797560946382
swings,971,0.0015460556952593834,0.002286841922694465,0.6760658355596996,-0.5647643513226297
ducks,564,8.941044984632579e-4,0.0013309933887143066,0.6717572799718651,-0.573988043781192
said,571,8.941044984632579e-4,0.0013489797858590945,0.6628005162389069,-0.593353368648123
fires,905,0.0013784111017975226,0.0021403812602297633,0.6440026024380135,-0.634861576552392
scrambles,339,5.029337803855825e-4,8.068183862090585e-4,0.6233543867891789,-0.6818755035439529
took,256,3.725435410263575e-4,6.115375029227896e-4,0.6091916509548776,-0.7150319252363755
joins,274,3.911707180776753e-4,6.552187531315602e-4,0.5970078179357801,-0.744178270895892
considers,340,4.843066033342647e-4,8.11957356821855e-4,0.5964680278653137,-0.7454832868518051
raises,1641,0.0022538884232094626,0.003910756636338175,0.5763305244480474,-0.7950316630447454
finally,985,0.001303902393592251,0.0023562180259672186,0.5533878356002323,-0.8536371634658824
dives,373,4.656794262829468e-4,8.993198572393964e-4,0.517812903311646,-0.9494971788733985
came,406,5.029337803855825e-4,9.789739017377428e-4,0.5137356363564362,-0.9609019421456478
carefully,453,5.401881344882183e-4,0.0010946007405256654,0.49350243836743724,-1.0188708819140604
shouts,362,4.2842507218031106e-4,8.761944894818119e-4,0.4889611579658358,-1.032208229782954
reacts,298,3.3528918692372173e-4,7.245948564043136e-4,0.462726424235939,-1.1117686077722753
